feature,importance_mean,importance_std
eeg_JAMBG_gamma_haut_bp_abs_mean,0.0,0.0
eeg_JAMBG_gamma_haut_bp_abs_std,0.0,0.0
eeg_JAMBG_delta_bp_rel_mean,0.0,0.0
eeg_JAMBG_delta_bp_rel_std,0.0,0.0
eeg_JAMBG_theta_bp_rel_mean,0.0,0.0
eeg_JAMBG_theta_bp_rel_std,0.0,0.0
eeg_JAMBG_alpha_bp_rel_mean,0.0,0.0
eeg_JAMBG_delta_bp_abs_std,0.0,0.0
eeg_JAMBG_theta_bp_abs_mean,0.0,0.0
eeg_JAMBG_theta_bp_abs_std,0.0,0.0
eeg_JAMBG_alpha_bp_abs_mean,0.0,0.0
eeg_JAMBG_alpha_bp_abs_std,0.0,0.0
eeg_JAMBG_beta_bp_abs_mean,0.0,0.0
eeg_JAMBG_beta_bp_abs_std,0.0,0.0
eeg_JAMBG_gamma_bas_bp_abs_mean,0.0,0.0
eeg_Menton_alpha_bp_rel_std,0.0,0.0
eeg_Menton_beta_bp_rel_mean,0.0,0.0
eeg_Menton_beta_bp_rel_std,0.0,0.0
eeg_Menton_gamma_bas_bp_rel_mean,0.0,0.0
eeg_Menton_gamma_bas_bp_rel_std,0.0,0.0
eeg_Menton_gamma_haut_bp_rel_mean,0.0,0.0
eeg_Menton_gamma_haut_bp_rel_std,0.0,0.0
eeg_JAMBG_delta_bp_abs_mean,0.0,0.0
eeg_RONF_delta_bp_abs_std,0.0,0.0
eeg_RONF_theta_bp_abs_mean,0.0,0.0
eeg_RONF_theta_bp_abs_std,0.0,0.0
eeg_RONF_alpha_bp_abs_mean,0.0,0.0
eeg_RONF_alpha_bp_abs_std,0.0,0.0
eeg_RONF_beta_bp_abs_mean,0.0,0.0
eeg_RONF_beta_bp_abs_std,0.0,0.0
eeg_RONF_gamma_bas_bp_abs_mean,0.0,0.0
eeg_JAMBD_alpha_bp_rel_std,0.0,0.0
eeg_JAMBD_beta_bp_rel_mean,0.0,0.0
eeg_JAMBD_beta_bp_rel_std,0.0,0.0
eeg_JAMBD_gamma_bas_bp_rel_mean,0.0,0.0
eeg_JAMBD_gamma_bas_bp_rel_std,0.0,0.0
eeg_JAMBD_gamma_haut_bp_rel_mean,0.0,0.0
eeg_JAMBD_gamma_haut_bp_rel_std,0.0,0.0
eeg_RONF_delta_bp_abs_mean,0.0,0.0
eeg_JAMBD_gamma_bas_bp_abs_std,0.0,0.0
eeg_JAMBD_gamma_haut_bp_abs_mean,0.0,0.0
eeg_JAMBD_gamma_haut_bp_abs_std,0.0,0.0
eeg_JAMBD_delta_bp_rel_mean,0.0,0.0
eeg_JAMBD_delta_bp_rel_std,0.0,0.0
eeg_JAMBD_theta_bp_rel_mean,0.0,0.0
eeg_JAMBD_theta_bp_rel_std,0.0,0.0
eeg_JAMBD_alpha_bp_rel_mean,0.0,0.0
eeg_JAMBD_delta_bp_abs_std,0.0,0.0
eeg_JAMBD_theta_bp_abs_mean,0.0,0.0
eeg_JAMBD_theta_bp_abs_std,0.0,0.0
eeg_JAMBD_alpha_bp_abs_mean,0.0,0.0
eeg_JAMBD_alpha_bp_abs_std,0.0,0.0
eeg_JAMBD_beta_bp_abs_mean,0.0,0.0
eeg_JAMBD_beta_bp_abs_std,0.0,0.0
eeg_JAMBD_gamma_bas_bp_abs_mean,0.0,0.0
eeg_EMG1_gamma_bas_bp_abs_std,0.0,0.0
eeg_EMG1_gamma_haut_bp_abs_mean,0.0,0.0
eeg_EMG1_gamma_haut_bp_abs_std,0.0,0.0
eeg_EMG1_delta_bp_rel_mean,0.0,0.0
eeg_EMG1_delta_bp_rel_std,0.0,0.0
eeg_EMG1_theta_bp_rel_mean,0.0,0.0
eeg_EMG1_theta_bp_rel_std,0.0,0.0
eeg_EMG1_alpha_bp_rel_mean,0.0,0.0
eeg_EMG1_delta_bp_abs_std,0.0,0.0
eeg_EMG1_theta_bp_abs_mean,0.0,0.0
eeg_EMG1_theta_bp_abs_std,0.0,0.0
eeg_EMG1_alpha_bp_abs_mean,0.0,0.0
eeg_EMG1_alpha_bp_abs_std,0.0,0.0
eeg_EMG1_beta_bp_abs_mean,0.0,0.0
eeg_EMG1_beta_bp_abs_std,0.0,0.0
eeg_EMG1_gamma_bas_bp_abs_mean,0.0,0.0
eeg_RONF_alpha_bp_rel_std,0.0,0.0
eeg_RONF_beta_bp_rel_mean,0.0,0.0
eeg_RONF_beta_bp_rel_std,0.0,0.0
eeg_RONF_gamma_bas_bp_rel_mean,0.0,0.0
eeg_RONF_gamma_bas_bp_rel_std,0.0,0.0
eeg_RONF_gamma_haut_bp_rel_mean,0.0,0.0
eeg_RONF_gamma_haut_bp_rel_std,0.0,0.0
eeg_EMG1_delta_bp_abs_mean,0.0,0.0
eeg_RONF_gamma_bas_bp_abs_std,0.0,0.0
eeg_RONF_gamma_haut_bp_abs_mean,0.0,0.0
eeg_RONF_gamma_haut_bp_abs_std,0.0,0.0
eeg_RONF_delta_bp_rel_mean,0.0,0.0
eeg_RONF_delta_bp_rel_std,0.0,0.0
eeg_RONF_theta_bp_rel_mean,0.0,0.0
eeg_RONF_theta_bp_rel_std,0.0,0.0
eeg_RONF_alpha_bp_rel_mean,0.0,0.0
eeg_EMG2_alpha_bp_rel_std,0.0,0.0
eeg_EMG2_beta_bp_rel_mean,0.0,0.0
eeg_EMG2_beta_bp_rel_std,0.0,0.0
eeg_EMG2_gamma_bas_bp_rel_mean,0.0,0.0
eeg_EMG2_gamma_bas_bp_rel_std,0.0,0.0
eeg_EMG2_gamma_haut_bp_rel_mean,0.0,0.0
eeg_EMG2_gamma_haut_bp_rel_std,0.0,0.0
eeg_ECG_delta_bp_abs_mean,0.0,0.0
eeg_EMG2_gamma_bas_bp_abs_std,0.0,0.0
eeg_EMG2_gamma_haut_bp_abs_mean,0.0,0.0
eeg_EMG2_gamma_haut_bp_abs_std,0.0,0.0
eeg_EMG2_delta_bp_rel_mean,0.0,0.0
eeg_EMG2_delta_bp_rel_std,0.0,0.0
eeg_EMG2_theta_bp_rel_mean,0.0,0.0
eeg_EMG2_theta_bp_rel_std,0.0,0.0
eeg_EMG2_alpha_bp_rel_mean,0.0,0.0
eeg_EMG2_delta_bp_abs_std,0.0,0.0
eeg_EMG2_theta_bp_abs_mean,0.0,0.0
eeg_EMG2_theta_bp_abs_std,0.0,0.0
eeg_EMG2_alpha_bp_abs_mean,0.0,0.0
eeg_EMG2_alpha_bp_abs_std,0.0,0.0
eeg_EMG2_beta_bp_abs_mean,0.0,0.0
eeg_EMG2_beta_bp_abs_std,0.0,0.0
eeg_EMG2_gamma_bas_bp_abs_mean,0.0,0.0
eeg_EMG1_alpha_bp_rel_std,0.0,0.0
eeg_EMG1_beta_bp_rel_mean,0.0,0.0
eeg_EMG1_beta_bp_rel_std,0.0,0.0
eeg_EMG1_gamma_bas_bp_rel_mean,0.0,0.0
eeg_EMG1_gamma_bas_bp_rel_std,0.0,0.0
eeg_EMG1_gamma_haut_bp_rel_mean,0.0,0.0
eeg_EMG1_gamma_haut_bp_rel_std,0.0,0.0
eeg_EMG2_delta_bp_abs_mean,0.0,0.0
eeg_EOGD_delta_bp_abs_std,0.0,0.0
eeg_EOGD_theta_bp_abs_mean,0.0,0.0
eeg_EOGD_theta_bp_abs_std,0.0,0.0
eeg_EOGD_alpha_bp_abs_mean,0.0,0.0
eeg_EOGD_alpha_bp_abs_std,0.0,0.0
eeg_EOGD_beta_bp_abs_mean,0.0,0.0
eeg_EOGD_beta_bp_abs_std,0.0,0.0
eeg_EOGD_gamma_bas_bp_abs_mean,0.0,0.0
eeg_ECG_alpha_bp_rel_std,0.0,0.0
eeg_ECG_beta_bp_rel_mean,0.0,0.0
eeg_ECG_beta_bp_rel_std,0.0,0.0
eeg_ECG_gamma_bas_bp_rel_mean,0.0,0.0
eeg_ECG_gamma_bas_bp_rel_std,0.0,0.0
eeg_ECG_gamma_haut_bp_rel_mean,0.0,0.0
eeg_ECG_gamma_haut_bp_rel_std,0.0,0.0
eeg_EOGD_delta_bp_abs_mean,0.0,0.0
eeg_ECG_gamma_bas_bp_abs_std,0.0,0.0
eeg_ECG_gamma_haut_bp_abs_mean,0.0,0.0
eeg_ECG_gamma_haut_bp_abs_std,0.0,0.0
eeg_ECG_delta_bp_rel_mean,0.0,0.0
eeg_ECG_delta_bp_rel_std,0.0,0.0
eeg_ECG_theta_bp_rel_mean,0.0,0.0
eeg_ECG_theta_bp_rel_std,0.0,0.0
eeg_ECG_alpha_bp_rel_mean,0.0,0.0
eeg_ECG_delta_bp_abs_std,0.0,0.0
eeg_ECG_theta_bp_abs_mean,0.0,0.0
eeg_ECG_theta_bp_abs_std,0.0,0.0
eeg_ECG_alpha_bp_abs_mean,0.0,0.0
eeg_ECG_alpha_bp_abs_std,0.0,0.0
eeg_ECG_beta_bp_abs_mean,0.0,0.0
eeg_ECG_beta_bp_abs_std,0.0,0.0
eeg_ECG_gamma_bas_bp_abs_mean,0.0,0.0
eeg_EOGG_gamma_bas_bp_abs_std,0.0,0.0
eeg_EOGG_gamma_haut_bp_abs_mean,0.0,0.0
eeg_EOGG_gamma_haut_bp_abs_std,0.0,0.0
eeg_EOGG_delta_bp_rel_mean,0.0,0.0
eeg_EOGG_delta_bp_rel_std,0.0,0.0
eeg_EOGG_theta_bp_rel_mean,0.0,0.0
eeg_EOGG_theta_bp_rel_std,0.0,0.0
eeg_EOGG_alpha_bp_rel_mean,0.0,0.0
eeg_EOGG_delta_bp_abs_std,0.0,0.0
eeg_EOGG_theta_bp_abs_mean,0.0,0.0
eeg_EOGG_theta_bp_abs_std,0.0,0.0
eeg_EOGG_alpha_bp_abs_mean,0.0,0.0
eeg_EOGG_alpha_bp_abs_std,0.0,0.0
eeg_EOGG_beta_bp_abs_mean,0.0,0.0
eeg_EOGG_beta_bp_abs_std,0.0,0.0
eeg_EOGG_gamma_bas_bp_abs_mean,0.0,0.0
eeg_EOGD_alpha_bp_rel_std,0.0,0.0
eeg_EOGD_beta_bp_rel_mean,0.0,0.0
eeg_EOGD_beta_bp_rel_std,0.0,0.0
eeg_EOGD_gamma_bas_bp_rel_mean,0.0,0.0
eeg_EOGD_gamma_bas_bp_rel_std,0.0,0.0
eeg_EOGD_gamma_haut_bp_rel_mean,0.0,0.0
eeg_EOGD_gamma_haut_bp_rel_std,0.0,0.0
eeg_EOGG_delta_bp_abs_mean,0.0,0.0
eeg_EOGD_gamma_bas_bp_abs_std,0.0,0.0
eeg_EOGD_gamma_haut_bp_abs_mean,0.0,0.0
eeg_EOGD_gamma_haut_bp_abs_std,0.0,0.0
eeg_EOGD_delta_bp_rel_mean,0.0,0.0
eeg_EOGD_delta_bp_rel_std,0.0,0.0
eeg_EOGD_theta_bp_rel_mean,0.0,0.0
eeg_EOGD_theta_bp_rel_std,0.0,0.0
eeg_EOGD_alpha_bp_rel_mean,0.0,0.0
eeg_Fp1-T3_bandwidth_std,0.0,0.0
eeg_Fp1-C3_spec_centroid_mean,0.0,0.0
eeg_Fp1-C3_spec_centroid_std,0.0,0.0
eeg_Fp1-C3_spec_entropy_mean,0.0,0.0
eeg_Fp1-C3_spec_entropy_std,0.0,0.0
eeg_Fp1-C3_peak_freq_mean,0.0,0.0
eeg_Fp1-C3_peak_freq_std,0.0,0.0
eeg_Fp1-C3_bandwidth_mean,0.0,0.0
eeg_ratio_gamma_haut_over_beta_std,0.0,0.0
eeg_Fp1-T3_spec_centroid_mean,0.0,0.0
eeg_Fp1-T3_spec_centroid_std,0.0,0.0
eeg_Fp1-T3_spec_entropy_mean,0.0,0.0
eeg_Fp1-T3_spec_entropy_std,0.0,0.0
eeg_Fp1-T3_peak_freq_mean,0.0,0.0
eeg_Fp1-T3_peak_freq_std,0.0,0.0
eeg_Fp1-T3_bandwidth_mean,0.0,0.0
eeg_ratio_alpha_over_beta_std,0.0,0.0
eeg_ratio_theta_over_alpha_mean,0.0,0.0
eeg_ratio_theta_over_alpha_std,0.0,0.0
eeg_ratio_theta_over_beta_mean,0.0,0.0
eeg_ratio_theta_over_beta_std,0.0,0.0
eeg_ratio_gamma_bas_over_beta_mean,0.0,0.0
eeg_ratio_gamma_bas_over_beta_std,0.0,0.0
eeg_ratio_gamma_haut_over_beta_mean,0.0,0.0
eeg_EOGG_alpha_bp_rel_std,0.0,0.0
eeg_EOGG_beta_bp_rel_mean,0.0,0.0
eeg_EOGG_beta_bp_rel_std,0.0,0.0
eeg_EOGG_gamma_bas_bp_rel_mean,0.0,0.0
eeg_EOGG_gamma_bas_bp_rel_std,0.0,0.0
eeg_EOGG_gamma_haut_bp_rel_mean,0.0,0.0
eeg_EOGG_gamma_haut_bp_rel_std,0.0,0.0
eeg_ratio_alpha_over_beta_mean,0.0,0.0
eeg_Fp2-C4_bandwidth_std,0.0,0.0
eeg_T4-O2_spec_centroid_mean,0.0,0.0
eeg_T4-O2_spec_centroid_std,0.0,0.0
eeg_T4-O2_spec_entropy_mean,0.0,0.0
eeg_T4-O2_spec_entropy_std,0.0,0.0
eeg_T4-O2_peak_freq_mean,0.0,0.0
eeg_T4-O2_peak_freq_std,0.0,0.0
eeg_T4-O2_bandwidth_mean,0.0,0.0
eeg_Fp2-T4_bandwidth_std,0.0,0.0
eeg_Fp2-C4_spec_centroid_mean,0.0,0.0
eeg_Fp2-C4_spec_centroid_std,0.0,0.0
eeg_Fp2-C4_spec_entropy_mean,0.0,0.0
eeg_Fp2-C4_spec_entropy_std,0.0,0.0
eeg_Fp2-C4_peak_freq_mean,0.0,0.0
eeg_Fp2-C4_peak_freq_std,0.0,0.0
eeg_Fp2-C4_bandwidth_mean,0.0,0.0
eeg_T3-O1_bandwidth_std,0.0,0.0
eeg_Fp2-T4_spec_centroid_mean,0.0,0.0
eeg_Fp2-T4_spec_centroid_std,0.0,0.0
eeg_Fp2-T4_spec_entropy_mean,0.0,0.0
eeg_Fp2-T4_spec_entropy_std,0.0,0.0
eeg_Fp2-T4_peak_freq_mean,0.0,0.0
eeg_Fp2-T4_peak_freq_std,0.0,0.0
eeg_Fp2-T4_bandwidth_mean,0.0,0.0
eeg_Fp1-C3_bandwidth_std,0.0,0.0
eeg_T3-O1_spec_centroid_mean,0.0,0.0
eeg_T3-O1_spec_centroid_std,0.0,0.0
eeg_T3-O1_spec_entropy_mean,0.0,0.0
eeg_T3-O1_spec_entropy_std,0.0,0.0
eeg_T3-O1_peak_freq_mean,0.0,0.0
eeg_T3-O1_peak_freq_std,0.0,0.0
eeg_T3-O1_bandwidth_mean,0.0,0.0
eeg_T3-A1_bandwidth_std,0.0,0.0
eeg_C3-A1_spec_centroid_mean,0.0,0.0
eeg_C3-A1_spec_centroid_std,0.0,0.0
eeg_C3-A1_spec_entropy_mean,0.0,0.0
eeg_C3-A1_spec_entropy_std,0.0,0.0
eeg_C3-A1_peak_freq_mean,0.0,0.0
eeg_C3-A1_peak_freq_std,0.0,0.0
eeg_C3-A1_bandwidth_mean,0.0,0.0
eeg_Fp2-A1_bandwidth_std,0.0,0.0
eeg_T3-A1_spec_centroid_mean,0.0,0.0
eeg_T3-A1_spec_centroid_std,0.0,0.0
eeg_T3-A1_spec_entropy_mean,0.0,0.0
eeg_T3-A1_spec_entropy_std,0.0,0.0
eeg_T3-A1_peak_freq_mean,0.0,0.0
eeg_T3-A1_peak_freq_std,0.0,0.0
eeg_T3-A1_bandwidth_mean,0.0,0.0
eeg_Fp1-A1_bandwidth_std,0.0,0.0
eeg_Fp2-A1_spec_centroid_mean,0.0,0.0
eeg_Fp2-A1_spec_centroid_std,0.0,0.0
eeg_Fp2-A1_spec_entropy_mean,0.0,0.0
eeg_Fp2-A1_spec_entropy_std,0.0,0.0
eeg_Fp2-A1_peak_freq_mean,0.0,0.0
eeg_Fp2-A1_peak_freq_std,0.0,0.0
eeg_Fp2-A1_bandwidth_mean,0.0,0.0
eeg_T4-O2_bandwidth_std,0.0,0.0
eeg_Fp1-A1_spec_centroid_mean,0.0,0.0
eeg_Fp1-A1_spec_centroid_std,0.0,0.0
eeg_Fp1-A1_spec_entropy_mean,0.0,0.0
eeg_Fp1-A1_spec_entropy_std,0.0,0.0
eeg_Fp1-A1_peak_freq_mean,0.0,0.0
eeg_Fp1-A1_peak_freq_std,0.0,0.0
eeg_Fp1-A1_bandwidth_mean,0.0,0.0
eeg_Menton_bandwidth_std,0.0,0.0
eeg_JAMBG_spec_centroid_mean,0.0,0.0
eeg_JAMBG_spec_centroid_std,0.0,0.0
eeg_JAMBG_spec_entropy_mean,0.0,0.0
eeg_JAMBG_spec_entropy_std,0.0,0.0
eeg_JAMBG_peak_freq_mean,0.0,0.0
eeg_JAMBG_peak_freq_std,0.0,0.0
eeg_JAMBG_bandwidth_mean,0.0,0.0
eeg_C4-A1_bandwidth_std,0.0,0.0
eeg_Menton_spec_centroid_mean,0.0,0.0
eeg_Menton_spec_centroid_std,0.0,0.0
eeg_Menton_spec_entropy_mean,0.0,0.0
eeg_Menton_spec_entropy_std,0.0,0.0
eeg_Menton_peak_freq_mean,0.0,0.0
eeg_Menton_peak_freq_std,0.0,0.0
eeg_Menton_bandwidth_mean,0.0,0.0
eeg_T4-A1_bandwidth_std,0.0,0.0
eeg_C4-A1_spec_centroid_mean,0.0,0.0
eeg_C4-A1_spec_centroid_std,0.0,0.0
eeg_C4-A1_spec_entropy_mean,0.0,0.0
eeg_C4-A1_spec_entropy_std,0.0,0.0
eeg_C4-A1_peak_freq_mean,0.0,0.0
eeg_C4-A1_peak_freq_std,0.0,0.0
eeg_C4-A1_bandwidth_mean,0.0,0.0
eeg_C3-A1_bandwidth_std,0.0,0.0
eeg_T4-A1_spec_centroid_mean,0.0,0.0
eeg_T4-A1_spec_centroid_std,0.0,0.0
eeg_T4-A1_spec_entropy_mean,0.0,0.0
eeg_T4-A1_spec_entropy_std,0.0,0.0
eeg_T4-A1_peak_freq_mean,0.0,0.0
eeg_T4-A1_peak_freq_std,0.0,0.0
eeg_T4-A1_bandwidth_mean,0.0,0.0
eeg_EOGG_bandwidth_std,0.0,0.0
emg_rswa_fraction_mean,0.0,0.0
emg_phasic_ratio_mean,0.0,0.0
emg_phasic_ratio_std,0.0,0.0
emg_tonic_ratio_mean,0.0,0.0
emg_tonic_ratio_std,0.0,0.0
emg_very_phasic_fraction_mean,0.0,0.0
eeg_Fp2-T4_mean_mean,0.0,0.0
eeg_EOGD_bandwidth_std,0.0,0.0
eeg_EOGG_spec_centroid_mean,0.0,0.0
eeg_EOGG_spec_centroid_std,0.0,0.0
eeg_EOGG_spec_entropy_mean,0.0,0.0
eeg_EOGG_spec_entropy_std,0.0,0.0
eeg_EOGG_peak_freq_mean,0.0,0.0
eeg_EOGG_peak_freq_std,0.0,0.0
eeg_EOGG_bandwidth_mean,0.0,0.0
eeg_ECG_bandwidth_std,0.0,0.0
eeg_EOGD_spec_centroid_mean,0.0,0.0
eeg_EOGD_spec_centroid_std,0.0,0.0
eeg_EOGD_spec_entropy_mean,0.0,0.0
eeg_EOGD_spec_entropy_std,0.0,0.0
eeg_EOGD_peak_freq_mean,0.0,0.0
eeg_EOGD_peak_freq_std,0.0,0.0
eeg_EOGD_bandwidth_mean,0.0,0.0
eeg_EMG2_bandwidth_std,0.0,0.0
eeg_ECG_spec_centroid_mean,0.0,0.0
eeg_ECG_spec_centroid_std,0.0,0.0
eeg_ECG_spec_entropy_mean,0.0,0.0
eeg_ECG_spec_entropy_std,0.0,0.0
eeg_ECG_peak_freq_mean,0.0,0.0
eeg_ECG_peak_freq_std,0.0,0.0
eeg_ECG_bandwidth_mean,0.0,0.0
eeg_Fp1-A1_mean_std,0.0,0.0
eeg_Fp1-A1_var_mean,0.0,0.0
eeg_Fp1-A1_var_std,0.0,0.0
eeg_Fp1-A1_rms_mean,0.0,0.0
eeg_Fp1-A1_rms_std,0.0,0.0
eeg_Fp1-A1_zc_mean,0.0,0.0
eeg_Fp1-A1_zc_std,0.0,0.0
eeg_Fp2-A1_mean_mean,0.0,0.0
eeg_T4-O2_mean_std,0.0,0.0
eeg_T4-O2_var_mean,0.0,0.0
eeg_T4-O2_var_std,0.0,0.0
eeg_T4-O2_rms_mean,0.0,0.0
eeg_T4-O2_rms_std,0.0,0.0
eeg_T4-O2_zc_mean,0.0,0.0
eeg_T4-O2_zc_std,0.0,0.0
eeg_Fp1-A1_mean_mean,0.0,0.0
eeg_Fp2-C4_mean_std,0.0,0.0
eeg_Fp2-C4_var_mean,0.0,0.0
eeg_Fp2-C4_var_std,0.0,0.0
eeg_Fp2-C4_rms_mean,0.0,0.0
eeg_Fp2-C4_rms_std,0.0,0.0
eeg_Fp2-C4_zc_mean,0.0,0.0
eeg_Fp2-C4_zc_std,0.0,0.0
eeg_T4-O2_mean_mean,0.0,0.0
eeg_Fp2-T4_mean_std,0.0,0.0
eeg_Fp2-T4_var_mean,0.0,0.0
eeg_Fp2-T4_var_std,0.0,0.0
eeg_Fp2-T4_rms_mean,0.0,0.0
eeg_Fp2-T4_rms_std,0.0,0.0
eeg_Fp2-T4_zc_mean,0.0,0.0
eeg_Fp2-T4_zc_std,0.0,0.0
eeg_Fp2-C4_mean_mean,0.0,0.0
